type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;description;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2;serviceOptions.3;serviceOptions.4;serviceOptions.5;serviceOptions.6
Concert hall;+43 2732 85015;Haus der Regionen - Krems-Stein;0x47728437acb7ae4d:0x1820fd697043c3e8;4.5;Steiner Donaulände 56, 3500 Krems an der Donau, Austria;ChIJTa63rDeEckcR6MNDcGn9IBg;54;http://www.volkskulturnoe.at/;14;https://lh5.googleusercontent.com/p/AF1QipPm6nKdLqypqJsTrpvHAk9XPwB9ZNL4Qo0n7Eji=w135-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4019634;15.582812599999999;Identifies as women-owned;;;;;;
Coffee shop;+43 699 11221418;Mister BEAN.S | Coffee & juice shop;0x476daf0ee804ab4d:0xabfcf2f6ee747bee;4.8;Hauptstraße 50, 2340 Mödling, Austria;ChIJTasE6A6vbUcR7nt07vby_Ks;444;https://www.misterbeans.at/;24;https://lh5.googleusercontent.com/p/AF1QipOSSHvt6nlA-eRTD6aONd4eTi2PNIdNZBVnktHI=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.086179;16.287603;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Greek restaurant;+43 2243 33634;Restaurant Poseidon;0x476d0ee43bbbd94d:0x795b3e917a695bbe;4.4;Kierlingerstraße 47a, 3400 Klosterneuburg, Austria;ChIJTdm7O-QObUcRvltpepE-W3k;1283;https://www.poseidon-klosterneuburg.at/;23;https://lh5.googleusercontent.com/p/AF1QipMkIE0UMBmGA3viryCn39uUuXWaXbFK-L3WMUnp=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.3067856;16.3117391;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Restaurant;+43 2622 27765;Taki Nudeln;0x476dcb91eab5f94d:0x749f5de254100f33;4.4;Herzog-Leopold-Straße 22, 2700 Wiener Neustadt, Austria;ChIJTfm16pHLbUcRMw8QVOJdn3Q;384;https://www.taki-nudel.at/;74;https://lh5.googleusercontent.com/p/AF1QipPhgYB2YJMsuxwdWBhdqI6k2lk2TqI435bm1AGU=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.813517999999995;16.2409466;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Insurance broker;+43 6582 75250;EFM Versicherungsmakler Saalfelden;0x4776e342d585144d:0x6c96a77df897931d;4.9;Almerstraße 1, 5760 Saalfelden am Steinernen Meer, Austria;ChIJTRSF1ULjdkcRHZOX-H2nlmw;22;http://www.efm.at/saalfelden;7;https://lh5.googleusercontent.com/p/AF1QipOyivRZEzuScX9jtWSD6ThbZFynMN45nLaciMOu=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Salzburg, Saalfelden am Steinernen Meer;47.4268906;12.8469038;Online appointments;On-site services;;;;;
;;Wiener Neustadt;0x476dcbf5b4e50d4f:0x9b1618a33cd73827;;Austria;ChIJTw3ltPXLbUcRJzjXPKMYFps;;http://www.wiener-neustadt.gv.at/;3;https://lh5.googleusercontent.com/p/AF1QipOyK9BePJ2rA7w-A9V-J5Yoa4Ac_gABnakOwN3E=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.812986699999996;16.245563399999998;;;;;;;
;;Ternitz;0x476ddadcc0ff66b5:0x5eff2be41e9ff1f0;;Austria;ChIJtWb_wNzabUcR8PGfHuQr_14;;undefined;10;https://lh5.googleusercontent.com/p/AF1QipNB3Uz1UDxjFMeQkHkKQab0SXIvgaecgGSJGKnT=w178-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7445814;16.0078574;;;;;;;
Restaurant;+43 2622 26401;McDonald's Wr. Neustadt Pottendorferstraße;0x476dcbba57ee1f4f:0x24606df2fb7ba96;3.8;Pottendorfer Str. 45, 2700 Wiener Neustadt, Austria;ChIJTx_uV7rLbUcRlrq3L98GRgI;2564;http://www.mcdonalds.at/;34;https://lh5.googleusercontent.com/p/AF1QipP14xPAkabIev8xcoW9CviNzw0MI2alUJiltIGE=w122-h92-k-no;Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8274994;16.2533092;Identifies as women-owned;;;;;;
Insurance agency;+43 2622 27221;MAV Insurance;0x476dcb002a498fb5:0xfc981d1077705132;4;Hauptpl. 10, 2700 Wiener Neustadt, Austria;ChIJtY9JKgDLbUcRMlFwdxAdmPw;8;http://mav-group.at/;2;https://lh5.googleusercontent.com/p/AF1QipMSiRJya9WW7HtE27XujRnQ_8fqkmGeib-vnYR0=w92-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Wiener Neustadt;47.8137531;16.2427453;Wheelchair-accessible car park;;;;;;
Bar;+43 699 10080070;Brodtischgasse 16 Wiener Neustadt;0x476dcb00769738b7:0x59e2d23b5ea8ba02;;Brodtischgasse 16, 2700 Wiener Neustadt, Austria;ChIJtziXdgDLbUcRArqoXjvS4lk;;http://www.groove-island.at/;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-3qyxO7np7-L8LssRQQQcQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=263.28586&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8119392;16.2424092;Dine-in;;;;;;
Insurance company;;Team s Versicherung - LD Tirol - WIENER STÄDTISCHE Versicherung AG Vienna Insurance Group;0x479d6bfb675e96b5:0x5ad589268f047f92;4.8;Südtiroler Pl. 4, 6020 Innsbruck, Austria;ChIJtZZeZ_trnUcRkn8EjyaJ1Vo;5;https://www.s-versicherung.at/de/home;2;https://lh5.googleusercontent.com/p/AF1QipOCzZ4bRTsSCf6qmLbdG5hju16HDE8RhMnmkrB0=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Tyrol, Innsbruck;47.264437699999995;11.3995813;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Driving school;+43 2630 38296;Fahrschule Schwarzatal - Steig Ein in Ternitz;0x476dd0708e3771bb:0xabfe850b65c4290f;5;Doblerstraße 6, 2630 Ternitz, Austria;ChIJu3E3jnDQbUcRDynEZQuF_qs;54;http://www.fahrschule-steig-ein.at/;1;https://lh5.googleusercontent.com/p/AF1QipNyW6k80gx-H4NrSoK0AbfnnL0SynIUwBukJScO=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7197573;16.0456771;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
;+43 50 3504 1000;Wiener Städtische Versicherung AG Vienna Insurance Group;0x477278a46c5676bb:0x7f8a610e66c7020b;;Europapl. 2, 3100 St. Pölten, Austria;ChIJu3ZWbKR4ckcRCwLHZg5hin8;;http://www.wienerstaedtische.at/;5;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-8fMWA4wZnWN55EDqHyqZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=75.15048&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Sankt Pölten;48.200809899999996;15.620840099999999;;;;;;;
River;;Mödling;0x476daef2ae898553:0x2aa7d604257ba1fc;4.3;Austria;ChIJU4WJrvKubUcR_KF7JQTWpyo;16;undefined;16;https://lh5.googleusercontent.com/p/AF1QipOMjpwFQJNv6eQMhmu86yIM68XTqrQ935K5K34C=w123-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.08309;16.3116432;;;;;;;
Freight forwarding service;+43 2732 73571;Rhenus Donauhafen GmbH Krems;0x4772838ff3ea99bb:0xa5c029bfcbec2e1d;4.5;Karl-Mierka-Straße 7-9, 3500 Krems an der Donau, Austria;ChIJu5nq84-DckcRHS7sy78pwKU;206;http://www.rhenus-hafenkrems.com/;17;https://lh5.googleusercontent.com/p/AF1QipOLOZO5FwiTTYIsE3JJyDTCUrQw6ZnbYJ6kKASS=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4069473;15.6418818;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Fried chicken takeaway;+43 664 99520097;CEMANI;0x476dcbdcb93aba53:0x52b7523a13f04bd;4.7;Bahngasse 34, 2700 Wiener Neustadt, Austria;ChIJU7o6udzLbUcRvQQ_oSN1KwU;130;https://cemani-lieferung.at/20757;54;https://lh5.googleusercontent.com/p/AF1QipNWN-TbwUZ1dl2k7v_lG81sOTV_MCG1wB3BZ-Ch=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.811155199999995;16.2403078;Outdoor seating;Kerbside pickup;No-contact delivery;Delivery;Takeaway;Dine-in;
Insurance company;+43 50 3505 2600;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476cffd507c3d3bb:0x1a2281483f7203f0;3.8;Bischof Berthold-Platz 4, 2301 Groß-Enzersdorf, Austria;ChIJu9PDB9X_bEcR8ANyP0iBIho;9;https://www.wienerstaedtische.at/geschaeftsstellen.html;7;https://lh5.googleusercontent.com/p/AF1QipMWEqLCoA27pbNOwUYpw8lo8sF5ImcEl0JlTi30=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Schwechat;48.2020487;16.5507229;Wheelchair-accessible car park;;;;;;
Insurance company;+43 50 3502 2820;Wiener Städtische Versicherung AG Vienna Insurance Group;0x476d076367243e51:0xb5268868b315f7c4;4.3;Thomas-Klestil-Platz 2, 1030 Wien, Austria;ChIJUT4kZ2MHbUcRxPcVs2iIJrU;47;https://www.wienerstaedtische.at/geschaeftsstellen.html;8;https://lh5.googleusercontent.com/p/AF1QipONKutVvowbO-9_ZAVNtpk7x44hT4POcBsSR9NW=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Baden;48.1937371;16.4104606;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Tourism;+43 4352 3340;Tourismusverband Wolfsberg;0x477020f0d1c11c53:0xff0ce45d0608227e;3.8;Minoritenpl. 1, 9400 Wolfsberg, Austria;ChIJUxzB0fAgcEcRfiIIBl3kDP8;21;http://www.tourismus-wolfsberg.at/;2;https://lh5.googleusercontent.com/p/AF1QipN8co09kP-obtc8NE0kRrDrx0FSStSsd0BvzGaQ=w126-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.8381518;14.845977999999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
College;+43 50 4211;Fachhochschule Wiener Neustadt GmbH;0x476dcbb59de32653:0x59cba6b4e229dade;3.9;Johannes-Gutenberg-Straße 3, 2700 Wiener Neustadt, Austria;ChIJUybjnbXLbUcR3top4rSmy1k;92;https://www.fhwn.ac.at/;33;https://lh5.googleusercontent.com/p/AF1QipMYs58DsiQT7RxSf4ef-TwhRl1470sMe48fPd0=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.838750499999996;16.247942899999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance agency;+43 4242 27052;VFI Center | Villach;0x4770819d7a7946f9:0x9f85f724bf1e047;4.8;Peraustraße 32, 9500 Villach, Austria;ChIJ-UZ5ep2BcEcRR-DxS3Jf-Ak;50;https://vfi-center.at/;3;https://lh5.googleusercontent.com/p/AF1QipPrqUwSF-UHWuM0Tx0NMgq-_TnC6q0HH3gj9wLO=w175-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Carinthia, Villach;46.6091621;13.8508102;Wheelchair-accessible car park;;;;;;
Vitamin & supplements store;+43 676 4405997;BioTechUSA Merkurcity;0x476dcb32430545bf:0x6c3d4ab2c602ef5d;5;Merkurcity, Stadionstraße 10-12, 2700 Wiener Neustadt, Austria;ChIJv0UFQzLLbUcRXe8CxrJKPWw;138;https://shop.biotechusa.at/;77;https://lh5.googleusercontent.com/p/AF1QipMNIMW81TD1nrY8ASdXyxYniElR_wYTqPTQESL0=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.82398;16.25698;In-store shopping;;;;;;
School;+43 2732 87516;Landwirtschaftliche Fachschule für Wein- und Obstbau;0x47728462f0667057:0x3fb24571b214e3f6;4.2;Wr. Str. 101, 3500 Krems an der Donau, Austria;ChIJV3Bm8GKEckcR9uMUsnFFsj8;9;undefined;13;https://lh5.googleusercontent.com/p/AF1QipMcz_TdJP7t9eq6byzMfVwJtDr5IuBJKkQDTL1x=w198-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.417066899999995;15.621529899999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Home improvement store;+43 2622 20231;OBI store Wiener Neustadt;0x476dcbca998672bf:0x6d1f193c0f4203f6;4;Prof.-Dr.-Stephan-Koren-Straße 14, 2700 Wiener Neustadt, Austria;ChIJv3KGmcrLbUcR9gNCDzwZH20;1931;https://www.obi.at/markt/wiener-neustadt;58;https://lh5.googleusercontent.com/p/AF1QipOrU_A3_DDvCUziLQuMSkMwdWA7fs1C86evemu0=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.840986799999996;16.2471386;In-store pick-up;In-store shopping;Delivery;Same-day delivery;;;
Bar;;DENK:BAR -Pub Filou;0x477248f111bbca57:0x932e38a86c33e73b;4.6;Roseggerstraße 8, 3300 Amstetten, Austria;ChIJV8q7EfFIckcRO-czbKg4LpM;14;undefined;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_uIMBOpsC1-1o2tRPXL8UQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=195.51712&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Amstetten;48.120258;14.8712553;Dine-in;Delivery;;;;;
Supermarket;+43 59 9150 3001;BILLA;0x476dcc74872ccdbd:0x96bf5afa55691209;4.1;Neunkirchner Str. 107, 2700 Wiener Neustadt, Austria;ChIJvc0sh3TMbUcRCRJpVfpav5Y;336;https://www.billa.at/;73;https://lh5.googleusercontent.com/p/AF1QipNamKMVYJJMnDq7J6hoA3wsdLledeSamiu2ASfo=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.799057399999995;16.227335099999998;Delivery;In-store pick-up;Same-day delivery;;;;
Fortress;+43 662 84243011;Fortress Hohensalzburg;0x47769060272103bd:0x2b77bed3e9ec556b;4.6;Mönchsberg 34, 5020 Salzburg, Austria;ChIJvQMhJ2CQdkcRa1Xs6dO-dys;43747;https://www.salzburg-burgen.at/de/festung-hohensalzburg/;3;https://lh5.googleusercontent.com/p/AF1QipM-7X4j_X-MOdt0bCVJQ5u_06I1a4RzMbPsSZZL=w122-h92-k-no;11th-century fortress on a city hilltop. Huge 11th-century fortress complex on a hilltop with views over city to the Alps, plus museums.. . t;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Salzburg;47.794948299999994;13.0476583;Wheelchair-accessible entrance;;;;;;
Federal courthouse;+43 2622 90600;Justizanstalt Wiener Neustadt;0x476dcb8951efffff:0xb68c26db3a57599a;4;Maximiliangasse 3, 2700 Wiener Neustadt, Austria;ChIJ___vUYnLbUcRmllXOtsmjLY;9;https://www.justiz.gv.at/ja_wiener-neustadt/justizanstalt-wiener-neustadt~32e.de.html;24;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=46WMZ1MFkvGI-16pI3aYoQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=118.31484&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8074782;16.2365808;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Hotel;+43 2243 32072;Hotel-Residenz Schrannenhof;0x476d0f02ce6a57bd:0x92ebdab050407209;4.7;Niedermarkt 17-19, 3400 Klosterneuburg, Austria;ChIJvVdqzgIPbUcRCXJAULDa65I;145;http://www.schrannenhof.at/;19;https://lh5.googleusercontent.com/p/AF1QipP0ra_cHN8_Awgr6v4LHPwJENEfB0q1n5o13U6l=w122-h92-k-no;Cozy quarters & a garden courtyard. Traditional rooms & suites in a casual hotel with a free breakfast buffet & a garden courtyard.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.3095764;16.325503599999998;LGBTQ+ friendly;;;;;;
Restaurant;+43 2732 820060;Wirtshaus Leindl;0x477284610a855555:0xf8764ecdfa08f476;4.8;Weinzierlbergstraße 10, 3500 Krems an der Donau, Austria;ChIJVVWFCmGEckcRdvQI-s1Odvg;155;https://www.wirtshausleindl.at/;8;https://lh5.googleusercontent.com/p/AF1QipNBSjhfmBUja1gYmq_8PCVLAwFk15s5qLL_FSZd=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.417702899999995;15.614682499999999;Outdoor seating;Takeaway;Dine-in;Delivery;;;
Insurance company;+43 2236 480170;Niederösterreichische Versicherung AG - Kundenbüro Mödling;0x476daf0c38c55555:0xebd2c20f29745fea;4.5;Enzersdorfer Str. 7, 2340 Mödling, Austria;ChIJVVXFOAyvbUcR6l90KQ_C0us;32;https://www.nv.at/kundenbuero-moedling;5;https://lh5.googleusercontent.com/p/AF1QipPRNcp0TiktXNxb90aBBZFZM6iiuD8adKnmt_J4=w80-h106-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Mödling;48.087019999999995;16.283839999999998;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Insurance company;+43 676 82544554;Hermann Untermoser Generali Versicherung Saalfelden;0x4776e3246cfa06bf:0x3d87fc52b18d4199;5;Leogangerstraße 13, 5760 Saalfelden am Steinernen Meer, Austria;ChIJvwb6bCTjdkcRmUGNsVL8hz0;3;http://generali.at/hermann.untermoser;3;https://lh5.googleusercontent.com/p/AF1QipMKJVb22FYpETLbCEo5Gb-Xy2217NixARx8TRU=w91-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Salzburg, Saalfelden am Steinernen Meer;47.4283217;12.8441213;Online appointments;On-site services;;;;;
High school;+43 2622 23115;Bundesrealgymnasium Gröhrmühlgasse;0x476dcb949c4168bd:0xfb52a272f7d8e547;4.5;Gröhrmühlgasse 27, 2700 Wiener Neustadt, Austria;ChIJvWhBnJTLbUcRR-XY93KiUvs;63;http://www.brgg.at/;64;https://lh5.googleusercontent.com/p/AF1QipNDMhL1r4ZpU8edBr3J3xEMzjEk19rrRX1HuMk=w137-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.8181;16.23721;Wheelchair-accessible car park;;;;;;
Educational institution;+43 2742 85161400;WIFI Mödling;0x476dae5397a70bbf:0xc79bda27c81ef6dc;4.1;Guntramsdorfer Str. 101, 2340 Mödling, Austria;ChIJvwunl1OubUcR3PYeyCfam8c;47;https://www.noe.wifi.at/artikel/895-zweigstelle-moedling;3;https://lh5.googleusercontent.com/p/AF1QipOqOu9MkxVKzyAH21ClDOokBIlHOnpXELAgvBap=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Mödling;48.0710619;16.3025247;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
City or town hall;+43 2630 38417;Stadthalle Ternitz;0x476dd078bc8a6c55:0xc349a56bfc339133;4.4;Theodor-Körner-Platz 2, 2630 Ternitz, Austria;ChIJVWyKvHjQbUcRM5Ez_GulScM;41;http://www.ternitz.gv.at/;14;https://lh5.googleusercontent.com/p/AF1QipNKTR1Re53vtFmjy1B2kDXVU8NvqePtwMkj3eyt=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Ternitz;47.7163821;16.0352993;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Girl bar;+43 662 876639;Pascha Salzburg;0x4776918907c21cbf:0xe3ced6ec08d008e5;3.2;Sterneckstraße 14, 5020 Salzburg, Austria;ChIJvxzCB4mRdkcR5QjQCOzWzuM;45;undefined;2;https://lh5.googleusercontent.com/p/AF1QipMskBLJlvXhbIo-pAFQO5OairKU6mfAOm2MpcpZ=w80-h92-k-no-pi-0-ya17.279993-ro-0-fo100;;@40.7455096,-74.0083012,14z;vig in AT, Salzburg, Salzburg;47.8085379;13.05266;Delivery;Takeaway;Dine-in;;;;
Supermarket;+43 2622 27500;INTERSPAR;0x476dcba476e32dbf:0x97f59f539182c910;4.5;Zehnergürtel 12/24, 2700 Wiener Neustadt, Austria;ChIJvy3jdqTLbUcREMmCkVOf9Zc;821;https://www.spar.at/standorte/interspar-wiener-neustadt-2700-zehnerguertel-12-24;66;https://lh5.googleusercontent.com/p/AF1QipNrKC_YatA9rDdZtnO1zg_fchir-M1mlA8T8c9o=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Wiener Neustadt;47.819406699999995;16.2169591;In-store pick-up;;;;;;
Cafe;+43 676 9064141;Bruno Krems;0x4772858dce782cbf:0xb5c0103d3541a968;4.5;u. Landstraße 40, 3500 Krems an der Donau, Austria;ChIJvyx4zo2FckcRaKlBNT0QwLU;18;undefined;12;https://lh5.googleusercontent.com/p/AF1QipOnEwdp1tf_o7PPegMsbFswMFEbyYKCeMpwe781=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Krems an der Donau;48.4116986;15.6036816;Outdoor seating;Kerbside pickup;No-contact delivery;Takeaway;Dine-in;;
Insurance company;+43 1 70765260;Generali Schwechat;0x476daae6c4c739bf:0xc0e7f7bb1de4146a;4.6;Hauptpl. 7a, 2320 Schwechat, Austria;ChIJvznHxOaqbUcRahTkHbv358A;26;https://www.generali.at/helpcenter/standorte/Schwechat;2;https://lh5.googleusercontent.com/p/AF1QipNVp3dOnmsnDDZ_bZjzCapBe1gFGQSs4jc7UNj7=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Schwechat;48.1395955;16.4772836;Wheelchair-accessible car park;;;;;;
Insurance company;+43 1 707652616;Generali Kfz-Zulassungsstelle Schwechat;0x476daae6c4c739bf:0x7cb0f3360ad87d30;4.7;Hauptpl. 7A, 2320 Schwechat, Austria;ChIJvznHxOaqbUcRMH3YCjbzsHw;70;https://www.generali.at/standorte/zulassungsstellen/Schwechat;5;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hDwjx9FFG0YgtIGNAu8ECA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=111.125916&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Lower Austria, Schwechat;48.1395597;16.4773454;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Agricultural service;+43 664 2391233;BKG Big Kommunal GmbH;0x477021f129e3735b:0x61123e71c8b9f9b0;5;St. Gertraud 1, 9413 Frantschach, Austria;ChIJW3PjKfEhcEcRsPm5yHE-EmE;8;http://www.big-kommunal.de/;5;https://lh5.googleusercontent.com/p/AF1QipOuFyh2UgD3PpcwFo-XdSKNT9oFdV5kWhDNJURI=w122-h92-k-no;;@40.7455096,-74.0083012,14z;vig in AT, Carinthia, Wolfsberg;46.8681407;14.875918299999999;Wheelchair-accessible car park;;;;;;
Insurance agency;;Wiener Städtische Versicherung Ag, Vienna Insurance Group;0x4776375ad08ebe5b:0x33474804cd667fe3;;Arkadenpl. 6, 6330 Kufstein, Austria;ChIJW76O0Fo3dkcR439mzQRIRzM;;undefined;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UfPKkKqTeuucTvzzmilDyg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=45.634274&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Tyrol, Kufstein;47.581907799999996;12.171723;Wheelchair-accessible car park;;;;;;
Insurance company;+43 50 3506 2300;Wiener Städtische Versicherung AG Vienna Insurance Group;0x4776375ad08ebe5b:0x3e58627dc04984fa;4.8;Oskar Pirlo-Straße 1, 6330 Kufstein, Austria;ChIJW76O0Fo3dkcR-oRJwH1iWD4;6;https://www.wienerstaedtische.at/geschaeftsstellen.html;2;https://lh5.googleusercontent.com/p/AF1QipNDEGlX7goohRelGPKr7LMH5VE347bHUcrLJMbW=w138-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group (vig) in AT, Tyrol, Kufstein;47.5866937;12.1721189;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Fast food restaurant;+43 2243 20150;McDonald's;0x476d0f198d06cfc3:0x2164704f6eeb9368;3.5;Wr. Str. 64, 3400 Klosterneuburg, Austria;ChIJw88GjRkPbUcRaJPrbk9wZCE;1378;http://www.mcdonalds.at/;13;https://lh5.googleusercontent.com/p/AF1QipPA1Wt66aQYj83C429a02d8pFMTLzH2H7yYAwAZ=w142-h92-k-no;Iconic fast-food burger & fries chain. Classic, long-running fast-food chain known for its burgers & fries.. . t;@40.7455096,-74.0083012,14z;vig in AT, Lower Austria, Klosterneuburg;48.302488499999995;16.330693999999998;Outdoor seating;Kerbside pickup;No-contact delivery;Delivery;Drive-through;Takeaway;Dine-in
Insurance company;+43 50 330 330;DONAU Versicherung AG Leoben | Servicestelle mit Kfz -Zulassung;0x4771de6aa9afc25b:0x73f6cc9ca128b572;4.1;Mühltaler Str. 31, 8700 Leoben, Austria;ChIJW8KvqWrecUcRcrUooZzM9nM;19;https://www.donauversicherung.at/;2;https://lh5.googleusercontent.com/p/AF1QipM4C_Db8dmIniZEkjBtVV8PJITLVUDTZ8xZjuvI=w163-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Styria, Leoben;47.3782083;15.0985175;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
Student union;;Katholische Österreichische Studentenverbindung Glückauf;0x4771de6aa9afc25b:0x4d74a1ae59691f5c;4.6;Waasenstraße 13, 8700 Leoben, Austria;ChIJW8KvqWrecUcRXB9pWa6hdE0;11;http://www.glueckauf.com/;3;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CDubHTPB_0TBMs-laiBqaw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=80.80048&pitch=0&thumbfov=100;;@40.7455096,-74.0083012,14z;vig in AT, Styria, Leoben;47.377928999999995;15.091649599999998;;;;;;;
Insurance company;+43 1 7078239;Niederösterreichische Versicherung AG - Kundenbüro Schwechat;0x476dabea10bcc95b:0x4aa6847a56f3abb4;5;Hauptpl. 18, 2320 Schwechat, Austria;ChIJW8m8EOqrbUcRtKvzVnqEpko;5;https://www.nv.at/kundenbuero-schwechat;6;https://lh5.googleusercontent.com/p/AF1QipOVXW7VKQqQ7YCDzWavnEecnJoRhHnGRcX2W1Jm=w170-h92-k-no;;@40.7455096,-74.0083012,14z;vienna insurance group in AT, Lower Austria, Schwechat;48.1397361;16.4768792;Wheelchair-accessible car park;Wheelchair-accessible entrance;;;;;
