type;phone;title;dataId;rating;address;placeId;reviews;website;position;thumbnail;keyword.ll;keyword.keyword;gpsCoordinates.latitude;gpsCoordinates.longitude;serviceOptions.0;serviceOptions.1;serviceOptions.2
Insurance agency;+43 1 9346256;UNIQA GeneralAgentur Wolf & Partner;0x476d07e357d35033:0x5b7d79a684a9fc3a;5;Leopoldauer Str. 76/Top 8, 1210 Wien, Austria;ChIJM1DTV-MHbUcROvyphKZ5fVs;6;https://www.uniqa-wolf-partner.at/;26;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rq7dxgIYqiC9eDIEX2pNdQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=176.41763&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2611171;16.4198075;;;
Insurance agency;+43 7252 52388;UNIQA GeneralAgentur Enengl & Fleck GmbH;0x4773cfbb18948333:0xcffe32734bbe0690;4.8;Koloman-Wallisch-Straße 3, 4400 Steyr, Austria;ChIJM4OUGLvPc0cRkAa-S3My_s8;4;https://www.uniqa.at/;15;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dh6vtU268CJBbl3EC6qGOA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=31.37847&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.033578399999996;14.425235599999999;Wheelchair-accessible car park;;
Insurance agency;+43 3862 51908;UNIQA GeneralAgentur Rabelhofer & Kfz Zulassungsstelle;0x476e1fde7b40cf33:0xb1359e6fecc23afe;4.8;Grazer Str. 68, 8605 Kapfenberg, Austria;ChIJM89Ae94fbkcR_jrC7G-eNbE;20;https://www.rabelhofer-gmbh.at/;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jbm4gTOJpKHBVNhnpGGgSw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=329.28427&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Styria, Kapfenberg;47.4348415;15.274556599999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 7229 61224;UNIQA ServiceCenter & Kfz Zulassungsstelle Traun;0x477395da2110c19b:0xe6870328a9ab7148;4.3;Mitterfeldstraße 7, 4050 Traun, Austria;ChIJm8EQIdqVc0cRSHGrqSgDh-Y;56;https://www.uniqa.at/;14;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xax2mYs3mjcT2gZOY80yIw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=140.36317&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.225901799999995;14.2341793;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 1 2197200;UNIQA GeneralAgentur Renate Gottsbacher GmbH;0x476d06f8a0cba299:0xd8d55aabb86c3e96;3.8;Innstraße 24, 1020 Wien, Austria;ChIJmaLLoPgGbUcRlj5suKta1dg;10;https://www.gottsbacher.com/;17;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HztzLPWGW6Jh85u5q7LZjQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=184.44885&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.234007899999995;16.393798699999998;;;
Insurance agency;+43 1 7746909;UNIQA GeneralAgentur Zechmann & Partner;0x476d01cf380c9c9f:0xabd0befcc8818649;4.8;Eßlinger Hauptstraße 71, 1220 Wien, Austria;ChIJn5wMOM8BbUcRSYaByPy-0Ks;11;https://www.uniqa-zechmann.at/;20;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FfH7Zzyz1yFfPyl6xpQHgQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=332.45758&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2147176;16.5207026;On-site services;Online appointments;
Insurance company;+43 4242 240120;UNIQA ServiceCenter & Kfz Zulassungsstelle Villach;0x477081dca03bb537:0x16a2602be4f7b587;4.7;Ringmauergasse 17, 9500 Villach, Austria;ChIJN7U7oNyBcEcRh7X35CtgohY;40;https://servicecenter.uniqa.at/villach/de/;1;https://lh5.googleusercontent.com/p/AF1QipNJd7GPIjh5k4LsIORZCd8fFpqGTFZ9mVRXjNT0=w183-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Carinthia, Villach;46.6154459;13.8425733;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 662 875445;UNIQA GeneralAgentur Linshalm GmbH;0x4776907c6318db9d:0x1acc38e093292b90;4.4;Wolf-Dietrich-Straße 39, 5020 Salzburg, Austria;ChIJndsYY3yQdkcRkCspk-A4zBo;7;https://www.uniqa-linshalm.at/;4;https://lh5.googleusercontent.com/p/AF1QipMhRaWR8km_B_tDQdbPLF1UiM6TcTtSBospkv6w=w93-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Salzburg, Salzburg;47.806905099999994;13.0464387;Wheelchair-accessible car park;;
Insurance agency;+43 6246 73080;Versicherungsagentur Anif - Versicherungsagentur und Zulassungsstelle in Anif;0x477691489402e635:0x12a85ce719711f45;4.6;Hellbrunnerstraße 1a, 5081 Anif, Austria;ChIJNeYClEiRdkcRRR9xGedcqBI;32;https://www.va-anif.at/;6;https://lh5.googleusercontent.com/p/AF1QipP0RSZLQPPPkko-LmGeDrArTPX5GkgDpz10uF6m=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Salzburg, Salzburg;47.747873399999996;13.0665193;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 512 574242;UNIQA GeneralAgentur PRANTNER•GIUS & PARTNER & Kfz Zulassungsstelle;0x479d6d5a0cd4379d:0x532a220b055d1f6a;4.9;Rennweg 7, 6020 Innsbruck, Austria;ChIJnTfUDFptnUcRah9dBQsiKlM;34;undefined;8;https://lh5.googleusercontent.com/p/AF1QipMNIwLO9-A7cKXwbQn7S3_Gvmkl4AWcj0ZrzYNw=w140-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.2762174;11.3983694;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 664 3424543;UNIQA GeneralAgentur Niedertscheider;0x479b6b462ebcf59f:0x680c4fd008af93f9;4.8;Färbergasse 32, 6850 Dornbirn, Austria;ChIJn_W8LkZrm0cR-ZOvCNBPDGg;35;https://www.uniqa-niedertscheider-werner.at/;6;https://lh5.googleusercontent.com/p/AF1QipMdF5FGlLFG5Mx0CpP9QCs2NnFQSn1o9SXEbtEP=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vorarlberg, Dornbirn;47.4236218;9.7402148;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Car inspection station;+43 1 250961810;Uniqa Versicherungen;0x477690de7b55289f:0x6b98caa829d9af0a;;Alpenstraße 102, 5020 Salzburg, Austria;ChIJnyhVe96QdkcRCq_ZKajKmGs;;https://www.uniqa.at/versicherung/cms/services/uniqa_vor_ort/UNIQA_vor_Ort.de.html;7;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mkShZQjDn4vRwj4Iy7Garg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=88.33255&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Salzburg, Salzburg;47.7760142;13.0676521;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 1 5237430;UNIQA Generalagentur Capka & Pirchegger OG;0x476d07f277b9249f:0x537d0724698252a2;3.4;Burggasse 93, 1070 Wien, Austria;ChIJnyS5d_IHbUcRolKCaSQHfVM;10;https://www.uniqa-capka-pirchegger.at/;8;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Faq2qdrQ2a5deiVIQ2C7A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=190.77756&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vienna, Vienna;48.2041957;16.3426488;;;
Driver and vehicle licensing agency;+43 1 213334222;UNIQA Kfz Zulassungsstelle Floridsdorf;0x476d05de69675b3b:0xc8aacc71015ab829;4.3;Prager Str. 247, 1210 Wien, Austria;ChIJO1tnad4FbUcRKbhaAXHMqsg;27;https://www.uniqa.at/versicherung/kfz/kfz-zulassung-zulassungsstellen.html;23;https://lh5.googleusercontent.com/p/AF1QipOvIesSgl3xCkwj7qFy5kynmVTTFt8KO9obkTtq=w126-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.292239599999995;16.3793276;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 512 53770;UNIQA ServiceCenter & Kfz Zulassungsstelle Innsbruck;0x479d6947ca555c3b:0x728d70dfbdef9c2;4.5;Amraser-See-Straße 14, 6020 Innsbruck, Austria;ChIJO1xVykdpnUcRwvne-w3XKAc;52;https://servicecenter.uniqa.at/innsbruck/de/;2;https://lh5.googleusercontent.com/p/AF1QipNDBIh46D4jLWlRUVA2RQOsN1lzp6k6yFDoJ54=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Tyrol, Innsbruck;47.2610129;11.4218669;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 2252 23045;UNIQA GeneralAgentur Liane Wallner KG & Kfz Zulassungsstelle;0x476db04e09b7a5a3:0x837332c8cb229004;4.6;Wiener Str. 117, 2500 Baden, Austria;ChIJo6W3CU6wbUcRBJAiy8gyc4M;21;https://www.versicherungsagentur-wallner.at/;2;https://lh5.googleusercontent.com/p/AF1QipPS7eRdLnZrTWYfnk1wwoLLOpyPEFJW4uIqxoEC=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Lower Austria, Baden;48.0137751;16.2566999;Wheelchair-accessible car park;;
Insurance agency;+43 2252 23045;UNIQA GeneralAgentur Wallner;0x476db04e09b7a5a3:0xcafae9b365f482b6;5;Wiener Str. 117, 2500 Baden, Austria;ChIJo6W3CU6wbUcRtoL0ZbPp-so;1;http://versicherungsagentur-wallner.at/;4;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZGo5ki6QpBIjL_gTZYTr3g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=259.9429&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Lower Austria, Baden;48.0138538;16.256708;Wheelchair-accessible car park;;
Insurance agency;+43 7766 41209;UNIQA GeneralAgentur Wirth & Partner;0x47746968b85ba3a1:0xe28d38cdae78e34c;5;Thomas-Schwanthaler-Straße 1, 4770 Andorf, Austria;ChIJoaNbuGhpdEcRTON4rs04jeI;2;https://www.uniqa-wirth.at/;46;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9659VNSu-RfDkGPCUMxIdw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=244.3946&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.370625499999996;13.573258899999999;Wheelchair-accessible car park;;
Insurance agency;;Uniqa;0x477246909d16c239:0x43f2a3640de7aa9d;;3372, Austria;ChIJOcIWnZBGckcRnarnDWSj8kM;;undefined;70;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ms6XnivdYkZjzZpFvkvLOg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=164.62587&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.1283864;14.9874846;Wheelchair-accessible car park;;
Insurance agency;+43 6582 74009;UNIQA GeneralAgentur LÖWI GmbH & Kfz Zulassungsstelle;0x4776e3c018e6f13b:0x73db9901357b7c08;4.3;Bahnhofstraße 26, 5760 Saalfelden am Steinernen Meer, Austria;ChIJO_HmGMDjdkcRCHx7NQGZ23M;6;https://www.uniqa.at/versicherung/cms/betreuer/visitenkarte.html;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vfDms9_yfJkQQ0SW3Kn8UQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=17.174242&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Salzburg, Saalfelden am Steinernen Meer;47.4270207;12.8428252;Wheelchair-accessible car park;;
Insurance agency;+43 316 772910;UNIQA GeneralAgentur Christian Royer GmbH;0x476e35751bcce23b:0x40807432d23b9166;4.7;Anton-Gerstl-Straße 11, 8020 Graz, Austria;ChIJO-LMG3U1bkcRZpE70jJ0gEA;64;http://www.va-royer.at/;8;https://lh5.googleusercontent.com/p/AF1QipOz_oWqs4tJK2l2vqFXs2AOdKq4jFYkMM63mf0=w132-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Styria, Graz;47.0842187;15.4037486;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 4242 216737;UNIQA GeneralAgentur Zver Marjan;0x477081d977ab2a39:0x165c08f2d8d2176c;;Gaswerkstraße 13, 9500 Villach, Austria;ChIJOSqrd9mBcEcRbBfS2PIIXBY;;https://www.uniqa-fuhrmann.at/;7;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K1OHn6XwdGwGHMieQr0VAQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=350.47684&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Carinthia, Villach;46.6186059;13.8571107;Wheelchair-accessible car park;;
Insurance agency;+43 2256 83284;UNIQA GeneralAgentur Böhm;0x476db7519342fba3:0x19bad4be8b078b0;4.4;Leobersdorfer Str. 46, 2552 Hirtenberg, Austria;ChIJo_tCk1G3bUcRsHiw6EutmwE;5;https://www.uniqa-barbara-boehm.at/;10;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rppG2zBUYXXbjNHigUwBgA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=181.82477&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;47.9312287;16.18604;Wheelchair-accessible car park;;
Insurance company;+43 6245 80268;UNIQA ServiceCenter & Kfz Zulassungsstelle Hallein;0x477694f8eafcb9a7:0x56f2e7c606b59ea5;4.5;Neualmerstraße 2, 5400 Hallein, Austria;ChIJp7n86viUdkcRpZ61Bsbn8lY;28;https://servicecenter.uniqa.at/hallein/de/;1;https://lh5.googleusercontent.com/p/AF1QipN9ICgASKIV9Pkz_xQhhnj0cJ5Jq8Die3GTRjro=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Salzburg, Hallein;47.6869168;13.0949647;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 7752 82562;UNIQA ServiceCenter & Kfz Zulassungsstelle Ried/Innkreis;0x4774150b2c71bba7:0xda5982401e7a691;4.2;Bahnhofstraße 41, 4910 Ried im Innkreis, Austria;ChIJp7txLAsVdEcRkabnASSYpQ0;25;https://servicecenter.uniqa.at/ried-im-innkreis/de/;42;https://lh5.googleusercontent.com/p/AF1QipM_CoFNNiedXVOmLULcz8f538ocQ-CuxMtKcUUB=w163-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.2037939;13.489355399999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 5572 398844;UNIQA GeneralAgentur ACC & Kfz Zulassungsstelle;0x479b6b311140d3a7:0xde32fc77264f6fcb;4.8;Bergstraße 2, 6850 Dornbirn, Austria;ChIJp9NAETFrm0cRy29PJnf8Mt4;25;https://www.uniqa-acc.at/;3;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XyMWqcEk0CkaayxN30BFng&cb_client=search.gws-prod.gps&w=80&h=92&yaw=161.78665&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vorarlberg, Dornbirn;47.4107384;9.7496452;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 5522 7334911;UNIQA GeneralAgentur Helfried Schnetzer;0x479b399fec5e063d:0x39a33fd6766bab10;;Bahnhofstraße 29, 6800 Feldkirch, Austria;ChIJPQZe7J85m0cREKtrdtY_ozk;;https://www.uniqa.at/versicherung/cms/betreuer/kontakte.html;3;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qj92Fk57kGOofp_HBO8BuQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=309.42056&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Vorarlberg, Feldkirch;47.2416231;9.603617;Wheelchair-accessible car park;;
Insurance agency;+43 1 5132772;UNIQA GeneralAgentur Filipich;0x476d07d77751073f:0xbba6980eb6f6e887;5;Biberstraße 10, 1010 Wien, Austria;ChIJPwdRd9cHbUcRh-j2tg6Yprs;9;https://www.uniqa-filipich.at/;13;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Me8iIluybOmomhWOYyEZIg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=118.11465&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vienna, Vienna;48.208797;16.3810857;;;
Auto insurance agency;+43 1 7862912;UNIQA GeneralAgentur 1100 Wien;0x476da7fbeed86ba5:0x373c9e2d8e480751;4.2;Keplerpl. 12/5, 1100 Wien, Austria;ChIJpWvY7vunbUcRUQdIji2ePDc;10;undefined;14;https://lh5.googleusercontent.com/p/AF1QipPXKZHJwoioUnonaSMobZWssPehQ2AIQOeOig1z=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vienna, Vienna;48.1788452;16.3765634;Wheelchair-accessible seating;Wheelchair-accessible toilet;
Insurance agency;+43 1 7862912;UNIQA General Agency Ali Yilmaz GmbH;0x476da7fbeed86ba5:0x5362fa27f3fb16cb;3.1;Keplerpl. 12/Top 5, 1100 Wien, Austria;ChIJpWvY7vunbUcRyxb78yf6YlM;14;https://www.uniqa-yilmaz.at/;15;;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.1788452;16.3765634;;;
Insurance agency;+43 1 3171667;UNIQA GeneralAgentur Nüssel Andreas;0x476d07bbae6614a7:0xa3cbe85f2d7af8d9;4.8;Türkenstraße 31, 1090 Wien, Austria;ChIJpxRmrrsHbUcR2fh6LV_oy6M;9;https://www.uniqa.at/versicherung/cms/betreuer/visitenkarte.html;21;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wKLxh6CCxCGKD8_Hkcby_Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=331.15018&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vienna, Vienna;48.2184708;16.3658093;;;
Insurance agency;+43 2622 24921;UNIQA GeneralAgentur Spatling;0x476dcb03804c903d:0xc7c10f893db6dd02;;Zehnergürtel 86, 2700 Wiener Neustadt, Austria;ChIJPZBMgAPLbUcRAt22PYkPwcc;;https://www.uniqa-spatling.at/;2;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ir1eeu3FrFalrpnZT2h2Dw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=268.69553&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Wiener Neustadt;47.813043;16.2162822;Wheelchair-accessible car park;;
Insurance agency;+43 664 2113336;UNIQA GeneralAgentur Pintscher Alfred;0x477a7f7ccc93ae43:0x463bccafc82b36f1;5;Warmbader Str. 72, 9504 Villach, Austria;ChIJQ66TzHx_ekcR8TYryK_MO0Y;2;https://www.uniqa-pintscher-partner.at/;3;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ApXhRcl6pYSh5UFk4v-IGg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=300.58514&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Carinthia, Villach;46.5925417;13.829497199999999;Wheelchair-accessible car park;;
Insurance company;+43 463 5832855;UNIQA GeneralAgentur Optima & Kfz Zulassungsstelle;0x477074ecddd12441:0xa4d96a39a69b802a;4.4;Rosentaler Str. 148, 9020 Klagenfurt am Wörthersee, Austria;ChIJQSTR3ex0cEcRKoCbpjlq2aQ;45;https://www.uniqa-optima.at/;3;https://lh5.googleusercontent.com/p/AF1QipOfYiuyNpbGnOzXevwKpoToSueQC_R4U9_E6fTJ=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Carinthia, Klagenfurt am Wörthersee;46.607647;14.298762199999999;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance company;+43 7252 54347;UNIQA ServiceCenter & Kfz Zulassungsstelle Steyr;0x4773c7fcb1663841:0x78385582622fbdd6;4.8;Ennser Str. 29, 4400 Steyr, Austria;ChIJQThmsfzHc0cR1r0vYoJVOHg;33;https://www.uniqa.at/;16;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ac2FuP8-Pl9ff6G8hbBZBA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=277.68127&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.054516299999996;14.4200208;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 4242 34477;Uniqa Generalagentur Nemo Nemec & Partner;0x477a7f783ce757a9:0x899a0814247b70cc;4.8;Handwerkstraße 8, 9500 Villach, Austria;ChIJqVfnPHh_ekcRzHB7JBQImok;52;http://www.nemoversichert.at/;6;https://lh5.googleusercontent.com/p/AF1QipPLSdajBBGUIb1RxXe_y9KYDAg_HeTeTUjz2Osg=w80-h92-k-no-pi-0-ya51.547516-ro-0-fo100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Carinthia, Villach;46.5963159;13.8470596;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 2632 72348;UNIQA GeneralAgentur Schiefer Reinhard & Kfz Zulassungsstelle;0x476dc12e802b8541:0x140f85b188a9a160;5;Hauptstraße 47, 2763 Pernitz, Austria;ChIJQYUrgC7BbUcRYKGpiLGFDxQ;2;https://www.uniqa-piestingtal.at/;20;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=agnbKyrOfHZ-wTB94-u5HA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=209.8244&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Lower Austria, Traiskirchen;47.8975492;15.963292699999998;Wheelchair-accessible car park;;
Insurance agency;+43 664 4238522;UNIQA GeneralAgentur Studeny Andreas;0x476e1f4a6b4a2c43:0x8947236b158dcbad;5;Gewerbepark 3, 8600 Bruck an der Mur, Austria;ChIJQyxKa0ofbkcRrcuNFWsjR4k;4;https://www.uniqa-andreas-studeny.at/;4;https://lh5.googleusercontent.com/p/AF1QipPW040rpXec_u_FMnm0_B8Hot1N6VvRcKsB2i2m=w80-h108-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Styria, Kapfenberg;47.4002238;15.239527899999999;Wheelchair-accessible car park;;
Insurance agency;+43 463 437738;UNIQA GeneralAgentur Matschnig;0x4770730df2599aa9:0x750d7ee854a02f7;5;Alois-Schader-Straße 3, 9020 Klagenfurt am Wörthersee, Austria;ChIJqZpZ8g1zcEcR9wJKhe7XUAc;1;https://www.uniqa-matschnig.at/;7;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QeQPgds3mjoNzUWqoLYuBg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=145.83502&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Carinthia, Klagenfurt am Wörthersee;46.6259812;14.3222206;Wheelchair-accessible car park;;
Insurance agency;+43 7435 50230;UNIQA GeneralAgentur Schlager & Partner;0x4773b7144b738047:0x96205d92221cd18d;5;Westbahnstraße 12, 4300 St. Valentin, Austria;ChIJR4BzSxS3c0cRjdEcIpJdIJY;6;https://www.uniqa.at/versicherung/cms/betreuer/visitenkarte.html;61;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cq2P9XlHN0POQP6_hBaqZQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=82.5609&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa in AT, Upper Austria, Linz;48.1763178;14.524287;Wheelchair-accessible car park;;
Insurance company;+43 5574 406;UNIQA ServiceCenter & Kfz Zulassungsstelle Bregenz;0x479b12901f27a7af:0x6c1f729146411f06;4.4;Rheinstraße 18/2, 6900 Bregenz, Austria;ChIJr6cnH5ASm0cRBh9BRpFyH2w;20;https://servicecenter.uniqa.at/bregenz/de/;2;https://lh5.googleusercontent.com/p/AF1QipPcfDIpbaxmLHPwDhn_dpZYErhYE8oRFPR3CMds=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vorarlberg, Bregenz;47.4976992;9.7297558;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 5574 406;UNIQA Versicherungen AG, Landesdirektion Vorarlber g;0x479b12901f27a7af:0x9be1bd13c2d4e5c6;4.2;Rheinstraße 18, 6900 Bregenz, Austria;ChIJr6cnH5ASm0cRxuXUwhO94Zs;19;https://www.uniqa.at/versicherung/cms/services/uniqa_vor_ort/UNIQA_vor_Ort.de.html;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iQVJhNtdoyr-1hMfP-MN6w&cb_client=search.gws-prod.gps&w=80&h=92&yaw=1.039774&pitch=0&thumbfov=100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vorarlberg, Bregenz;47.4976354;9.7295038;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 6245 71070;UNIQA GeneralAgentur Eibl & Edlmann & Kfz Zulassungsstelle;0x4776944e3aa2b5af:0xbb08f02fcef093f0;5;Halleiner Landesstraße 35, 5411 Oberalm, Austria;ChIJr7WiOk6UdkcR8JPwzi_wCLs;5;https://www.e2versicherung.at/;2;https://lh5.googleusercontent.com/p/AF1QipPnK_1fDwfF6kOgOYzIrci-WDkL_wjxSWTL10a4=w80-h92-k-no-pi-0-ya88.20001-ro-0-fo100;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Salzburg, Hallein;47.698386799999994;13.099697599999999;Online appointments;On-site services;
Insurance company;+43 1 213335900;UNIQA Versicherung Österreich / PC Wien Nussdorf;0x476d07cbfc0ef7af:0xb3a8825c1b27b6a2;3.8;Nußdorfer Str. 66, 1090 Wien, Austria;ChIJr_cO_MsHbUcRorYnG1yCqLM;53;https://servicecenter.uniqa.at/wien9/de/;3;https://lh5.googleusercontent.com/p/AF1QipOSpycm6Z1v7i6xRNVpAhR4vpHdH_NMkLRjhC6X=w122-h92-k-no;@40.7455096,-74.0083012,14z;uniqa in AT, Vienna, Vienna;48.2282624;16.3551206;Wheelchair-accessible car park;Wheelchair-accessible entrance;
Insurance agency;+43 664 8231315;UNIQA Generalagentur Mario Groß;0x479b1262c42c69ad:0x50000d264487fbc4;4;Rathausstraße 19-21, 6900 Bregenz, Austria;ChIJrWksxGISm0cRxPuHRCYNAFA;4;http://www.uniqa-gross.at/;3;https://lh5.googleusercontent.com/p/AF1QipPo0MjzO6FIlFVwTFEttk6la0us4csMU2Rn5ZwJ=w80-h106-k-no;@40.7455096,-74.0083012,14z;uniqa insurance in AT, Vorarlberg, Bregenz;47.5032767;9.7466844;Wheelchair-accessible car park;;
